subject,condition,replication,leg,joint,time,angle
1,2,1,1,2,0,3.06074555103965
1,2,1,1,2,1,3.99742149354673
1,2,1,1,2,2,5.45473445755128
1,2,1,1,2,3,7.22567870141929
1,2,1,1,2,4,9.12368066887889
1,2,1,1,2,5,11.0046535447093
1,2,1,1,2,6,12.7670184042905
1,2,1,1,2,7,14.3378874267057
1,2,1,1,2,8,15.6609746507595
1,2,1,1,2,9,16.6939974333277
1,2,1,1,2,10,17.4130532526007
1,2,1,1,2,11,17.817690649812
1,2,1,1,2,12,17.9311375244317
1,2,1,1,2,13,17.7950979842445
1,2,1,1,2,14,17.4605238186258
1,2,1,1,2,15,16.9780886297736
1,2,1,1,2,16,16.3910005767959
1,2,1,1,2,17,15.731776782514
1,2,1,1,2,18,15.0232690982766
1,2,1,1,2,19,14.28232253353
1,2,1,1,2,20,13.5238211683981
1,2,1,1,2,21,12.7635342224397
1,2,1,1,2,22,12.0193256157472
1,2,1,1,2,23,11.3109026327446
1,2,1,1,2,24,10.6584104297108
1,2,1,1,2,25,10.080268337448
1,2,1,1,2,26,9.59081610550969
1,2,1,1,2,27,9.19823794333141
1,2,1,1,2,28,8.90270457410345
1,2,1,1,2,29,8.69522925435373
1,2,1,1,2,30,8.55769242786963
1,2,1,1,2,31,8.46408720563699
1,2,1,1,2,32,8.38265151157513
1,2,1,1,2,33,8.27905839801548
1,2,1,1,2,34,8.1214176470507
1,2,1,1,2,35,7.88682786781704
1,2,1,1,2,36,7.5672144566959
1,2,1,1,2,37,7.17202607778635
1,2,1,1,2,38,6.72579538045969
1,2,1,1,2,39,6.26178714031016
1,2,1,1,2,40,5.8141005831519
1,2,1,1,2,41,5.41140200889847
1,2,1,1,2,42,5.07434295784211
1,2,1,1,2,43,4.81649476540246
1,2,1,1,2,44,4.64635289653983
1,2,1,1,2,45,4.56798866912868
1,2,1,1,2,46,4.57997678269289
1,2,1,1,2,47,4.6750006304722
1,2,1,1,2,48,4.84225091284066
1,2,1,1,2,49,5.07288443706733
1,2,1,1,2,50,5.36658371790455
1,2,1,1,2,51,5.73630135073196
1,2,1,1,2,52,6.2090850876159
1,2,1,1,2,53,6.82216197932918
1,2,1,1,2,54,7.61557098090214
1,2,1,1,2,55,8.62446703651155
1,2,1,1,2,56,9.8746773486046
1,2,1,1,2,57,11.3832237420497
1,2,1,1,2,58,13.162762390561
1,2,1,1,2,59,15.2263296466284
1,2,1,1,2,60,17.5891338264384
1,2,1,1,2,61,20.2651384313784
1,2,1,1,2,62,23.2576084343829
1,2,1,1,2,63,26.5456363988786
1,2,1,1,2,64,30.0741078344749
1,2,1,1,2,65,33.7560972397568
1,2,1,1,2,66,37.4883349532277
1,2,1,1,2,67,41.1686263963495
1,2,1,1,2,68,44.7032880710465
1,2,1,1,2,69,48.0057265503717
1,2,1,1,2,70,50.9961258614421
1,2,1,1,2,71,53.6068616240217
1,2,1,1,2,72,55.7899119460164
1,2,1,1,2,73,57.5194598972472
1,2,1,1,2,74,58.7881186371158
1,2,1,1,2,75,59.5996482743247
1,2,1,1,2,76,59.9627718298765
1,2,1,1,2,77,59.8885778744724
1,2,1,1,2,78,59.3909574311197
1,2,1,1,2,79,58.4880681620287
1,2,1,1,2,80,57.2027759114717
1,2,1,1,2,81,55.5614839218309
1,2,1,1,2,82,53.5915366052986
1,2,1,1,2,83,51.3177243261828
1,2,1,1,2,84,48.7587827659988
1,2,1,1,2,85,45.9257442688362
1,2,1,1,2,86,42.8242780486866
1,2,1,1,2,87,39.4613459653182
1,2,1,1,2,88,35.8542619583206
1,2,1,1,2,89,32.0389657157317
1,2,1,1,2,90,28.0754319399137
1,2,1,1,2,91,24.0493293305906
1,2,1,1,2,92,20.0714454447744
1,2,1,1,2,93,16.2732984506356
1,2,1,1,2,94,12.7970985261624
1,2,1,1,2,95,9.7796763258066
1,2,1,1,2,96,7.33515158751871
1,2,1,1,2,97,5.54135764049496
1,2,1,1,2,98,4.43105331733384
1,2,1,1,2,99,3.98805514851384
1,2,1,1,2,100,4.1501351758032
