subject,condition,replication,leg,joint,time,angle
7,1,2,2,2,0,9.75055867727781
7,1,2,2,2,1,10.0404115278355
7,1,2,2,2,2,10.7689135537116
7,1,2,2,2,3,11.8006897354247
7,1,2,2,2,4,12.990617019505
7,1,2,2,2,5,14.2096294265174
7,1,2,2,2,6,15.3651844814249
7,1,2,2,2,7,16.4101368818753
7,1,2,2,2,8,17.3382348324754
7,1,2,2,2,9,18.1703758365831
7,1,2,2,2,10,18.9377454247788
7,1,2,2,2,11,19.6681969532679
7,1,2,2,2,12,20.3781925624679
7,1,2,2,2,13,21.0693642143953
7,1,2,2,2,14,21.7285933970976
7,1,2,2,2,15,22.3312833450576
7,1,2,2,2,16,22.848095841864
7,1,2,2,2,17,23.2531407721405
7,1,2,2,2,18,23.5301957204692
7,1,2,2,2,19,23.6745564707217
7,1,2,2,2,20,23.6912649561387
7,1,2,2,2,21,23.5918534966037
7,1,2,2,2,22,23.3920795004371
7,1,2,2,2,23,23.1110130332997
7,1,2,2,2,24,22.7706328304037
7,1,2,2,2,25,22.3944973930688
7,1,2,2,2,26,22.0049530209054
7,1,2,2,2,27,21.6196574680761
7,1,2,2,2,28,21.2488175770636
7,1,2,2,2,29,20.893890942345
7,1,2,2,2,30,20.5484034079695
7,1,2,2,2,31,20.2007387798025
7,1,2,2,2,32,19.8387278178928
7,1,2,2,2,33,19.454880992312
7,1,2,2,2,34,19.0501983031383
7,1,2,2,2,35,18.6342620557459
7,1,2,2,2,36,18.2211372958692
7,1,2,2,2,37,17.8235447404012
7,1,2,2,2,38,17.4490693748974
7,1,2,2,2,39,17.1003327210111
7,1,2,2,2,40,16.7780506784272
7,1,2,2,2,41,16.4848339179216
7,1,2,2,2,42,16.2279897804252
7,1,2,2,2,43,16.0204394915156
7,1,2,2,2,44,15.8795786413728
7,1,2,2,2,45,15.8245515354495
7,1,2,2,2,46,15.8729323545636
7,1,2,2,2,47,16.0380701739337
7,1,2,2,2,48,16.328184683424
7,1,2,2,2,49,16.7470649925432
7,1,2,2,2,50,17.2957414830323
7,1,2,2,2,51,17.9747796849841
7,1,2,2,2,52,18.78740427417
7,1,2,2,2,53,19.74256961437
7,1,2,2,2,54,20.8561080178971
7,1,2,2,2,55,22.1491298111286
7,1,2,2,2,56,23.6450773557407
7,1,2,2,2,57,25.366916087774
7,1,2,2,2,58,27.3344363956307
7,1,2,2,2,59,29.5607150658295
7,1,2,2,2,60,32.0476930422714
7,1,2,2,2,61,34.7828825740301
7,1,2,2,2,62,37.7387075138742
7,1,2,2,2,63,40.8738552292488
7,1,2,2,2,64,44.1347784921911
7,1,2,2,2,65,47.4564860013107
7,1,2,2,2,66,50.7641570410264
7,1,2,2,2,67,53.9766129816148
7,1,2,2,2,68,57.0120305947301
7,1,2,2,2,69,59.7944089032508
7,1,2,2,2,70,62.258643568877
7,1,2,2,2,71,64.3531632488459
7,1,2,2,2,72,66.0407517268251
7,1,2,2,2,73,67.2987087508651
7,1,2,2,2,74,68.1186679706644
7,1,2,2,2,75,68.5045373335503
7,1,2,2,2,76,68.468532944373
7,1,2,2,2,77,68.0265624538553
7,1,2,2,2,78,67.1953988069239
7,1,2,2,2,79,65.9923500184532
7,1,2,2,2,80,64.436516421885
7,1,2,2,2,81,62.5502812732825
7,1,2,2,2,82,60.3602052165642
7,1,2,2,2,83,57.8967880021359
7,1,2,2,2,84,55.1924739304371
7,1,2,2,2,85,52.2781035116272
7,1,2,2,2,86,49.1793755446596
7,1,2,2,2,87,45.9157115583931
7,1,2,2,2,88,42.5029589137795
7,1,2,2,2,89,38.9590303128633
7,1,2,2,2,90,35.3106336459581
7,1,2,2,2,91,31.5991964882543
7,1,2,2,2,92,27.8844330779266
7,1,2,2,2,93,24.2440027012369
7,1,2,2,2,94,20.7700217971795
7,1,2,2,2,95,17.5632580619324
7,1,2,2,2,96,14.7259701784366
7,1,2,2,2,97,12.3525764525239
7,1,2,2,2,98,10.5178893973427
7,1,2,2,2,99,9.26498571968411
7,1,2,2,2,100,8.5962170917813
