subject,condition,replication,leg,joint,time,angle
6,1,8,2,2,0,11.5517694138199
6,1,8,2,2,1,11.563819185949
6,1,8,2,2,2,11.8092481693052
6,1,8,2,2,3,12.1743598095317
6,1,8,2,2,4,12.6189802199714
6,1,8,2,2,5,13.1710304988504
6,1,8,2,2,6,13.894791484764
6,1,8,2,2,7,14.8465527329912
6,1,8,2,2,8,16.0358881059431
6,1,8,2,2,9,17.4071754837259
6,1,8,2,2,10,18.8462615141828
6,1,8,2,2,11,20.211008916129
6,1,8,2,2,12,21.3718103624549
6,1,8,2,2,13,22.2444636279103
6,1,8,2,2,14,22.8044163621863
6,1,8,2,2,15,23.0810096035578
6,1,8,2,2,16,23.1403474641014
6,1,8,2,2,17,23.062805282231
6,1,8,2,2,18,22.9214218757009
6,1,8,2,2,19,22.7661757553757
6,1,8,2,2,20,22.6175212603333
6,1,8,2,2,21,22.470268028232
6,1,8,2,2,22,22.3034070523721
6,1,8,2,2,23,22.0910596211228
6,1,8,2,2,24,21.8110544307948
6,1,8,2,2,25,21.4503119452446
6,1,8,2,2,26,21.0072497373581
6,1,8,2,2,27,20.4911885581661
6,1,8,2,2,28,19.919709849596
6,1,8,2,2,29,19.3146626665264
6,1,8,2,2,30,18.6975015148478
6,1,8,2,2,31,18.0851137530017
6,1,8,2,2,32,17.4883012326626
6,1,8,2,2,33,16.9142225538998
6,1,8,2,2,34,16.3711332027913
6,1,8,2,2,35,15.872305830226
6,1,8,2,2,36,15.4365940001915
6,1,8,2,2,37,15.0845595727751
6,1,8,2,2,38,14.831777496516
6,1,8,2,2,39,14.6832065630637
6,1,8,2,2,40,14.6317234655434
6,1,8,2,2,41,14.661452333817
6,1,8,2,2,42,14.7538030583482
6,1,8,2,2,43,14.8930801489336
6,1,8,2,2,44,15.0693621256353
6,1,8,2,2,45,15.2784885678941
6,1,8,2,2,46,15.5206843332943
6,1,8,2,2,47,15.7992091309783
6,1,8,2,2,48,16.1196086991904
6,1,8,2,2,49,16.4895182084288
6,1,8,2,2,50,16.9188247110857
6,1,8,2,2,51,17.4201271886568
6,1,8,2,2,52,18.0096585307716
6,1,8,2,2,53,18.7086436429424
6,1,8,2,2,54,19.5449246589934
6,1,8,2,2,55,20.5547588651745
6,1,8,2,2,56,21.7839563842186
6,1,8,2,2,57,23.2860429774246
6,1,8,2,2,58,25.1149899388502
6,1,8,2,2,59,27.3126252856155
6,1,8,2,2,60,29.8944525517523
6,1,8,2,2,61,32.8406685343752
6,1,8,2,2,62,36.0982274990595
6,1,8,2,2,63,39.5925824866096
6,1,8,2,2,64,43.2413043602532
6,1,8,2,2,65,46.9622376599652
6,1,8,2,2,66,50.6768601787815
6,1,8,2,2,67,54.312969267532
6,1,8,2,2,68,57.8070128568
6,1,8,2,2,69,61.1031827743175
6,1,8,2,2,70,64.1492459327382
6,1,8,2,2,71,66.8930644574686
6,1,8,2,2,72,69.2821588988179
6,1,8,2,2,73,71.2656727607131
6,1,8,2,2,74,72.7975570522153
6,1,8,2,2,75,73.8403590907073
6,1,8,2,2,76,74.3685289269948
6,1,8,2,2,77,74.3705502622553
6,1,8,2,2,78,73.8495960721642
6,1,8,2,2,79,72.823206215928
6,1,8,2,2,80,71.321667198873
6,1,8,2,2,81,69.3858121763815
6,1,8,2,2,82,67.0649568769404
6,1,8,2,2,83,64.4159773064184
6,1,8,2,2,84,61.5026794706011
6,1,8,2,2,85,58.3937045066506
6,1,8,2,2,86,55.1568708998653
6,1,8,2,2,87,51.8499635252686
6,1,8,2,2,88,48.5109232580765
6,1,8,2,2,89,45.1515646816518
6,1,8,2,2,90,41.7590099101514
6,1,8,2,2,91,38.3049298180644
6,1,8,2,2,92,34.7612846764229
6,1,8,2,2,93,31.1196685161034
6,1,8,2,2,94,27.411510498175
6,1,8,2,2,95,23.7264660431758
6,1,8,2,2,96,20.2196045516133
6,1,8,2,2,97,17.096398569301
6,1,8,2,2,98,14.5667496790002
6,1,8,2,2,99,12.7807811838869
6,1,8,2,2,100,11.7774954845693
