subject,condition,replication,leg,joint,time,angle
2,1,5,2,2,0,8.81067971184187
2,1,5,2,2,1,8.92332426359011
2,1,5,2,2,2,9.46164230548204
2,1,5,2,2,3,10.2418586466141
2,1,5,2,2,4,11.1179559402074
2,1,5,2,2,5,12.0001633577981
2,1,5,2,2,6,12.8510908558356
2,1,5,2,2,7,13.6625330332018
2,1,5,2,2,8,14.4269397315375
2,1,5,2,2,9,15.1176701706455
2,1,5,2,2,10,15.6865152246097
2,1,5,2,2,11,16.0777228262138
2,1,5,2,2,12,16.2495323556983
2,1,5,2,2,13,16.1922621673148
2,1,5,2,2,14,15.9356003651871
2,1,5,2,2,15,15.5423201049086
2,1,5,2,2,16,15.0929477843599
2,1,5,2,2,17,14.6665864573433
2,1,5,2,2,18,14.3236468793769
2,1,5,2,2,19,14.0947039797116
2,1,5,2,2,20,13.9776799472
2,1,5,2,2,21,13.9443541718801
2,1,5,2,2,22,13.9526179915446
2,1,5,2,2,23,13.9605428914462
2,1,5,2,2,24,13.9379961823457
2,1,5,2,2,25,13.8731974493377
2,1,5,2,2,26,13.7731232739615
2,1,5,2,2,27,13.6575981696775
2,1,5,2,2,28,13.5497418074212
2,1,5,2,2,29,13.4664047103764
2,1,5,2,2,30,13.4122763689308
2,1,5,2,2,31,13.3792394845822
2,1,5,2,2,32,13.3497234345222
2,1,5,2,2,33,13.3021698233573
2,1,5,2,2,34,13.2169924700882
2,1,5,2,2,35,13.0821577476471
2,1,5,2,2,36,12.8968422982409
2,1,5,2,2,37,12.6715446916614
2,1,5,2,2,38,12.4249130289133
2,1,5,2,2,39,12.1789249229484
2,1,5,2,2,40,11.9544267811056
2,1,5,2,2,41,11.767637905853
2,1,5,2,2,42,11.6277284525877
2,1,5,2,2,43,11.5364049505967
2,1,5,2,2,44,11.490521230275
2,1,5,2,2,45,11.4872675399114
2,1,5,2,2,46,11.5295278010355
2,1,5,2,2,47,11.6285010435483
2,1,5,2,2,48,11.8017053051234
2,1,5,2,2,49,12.0668886529033
2,1,5,2,2,50,12.4349822446005
2,1,5,2,2,51,12.9059672749218
2,1,5,2,2,52,13.4704502938654
2,1,5,2,2,53,14.1171490744841
2,1,5,2,2,54,14.8432757021605
2,1,5,2,2,55,15.6630897222075
2,1,5,2,2,56,16.6107408112981
2,1,5,2,2,57,17.7369162099171
2,1,5,2,2,58,19.1010893634047
2,1,5,2,2,59,20.76151979577
2,1,5,2,2,60,22.764420762298
2,1,5,2,2,61,25.1330382440014
2,1,5,2,2,62,27.8595388315777
2,1,5,2,2,63,30.9043702635206
2,1,5,2,2,64,34.206801188548
2,1,5,2,2,65,37.7022874854741
2,1,5,2,2,66,41.3347361537383
2,1,5,2,2,67,45.0547921928199
2,1,5,2,2,68,48.8078643806538
2,1,5,2,2,69,52.5236776391684
2,1,5,2,2,70,56.115124986482
2,1,5,2,2,71,59.4847938868133
2,1,5,2,2,72,62.5343429817709
2,1,5,2,2,73,65.1740433565089
2,1,5,2,2,74,67.3316501568503
2,1,5,2,2,75,68.9593600528953
2,1,5,2,2,76,70.0359908810967
2,1,5,2,2,77,70.5641982556947
2,1,5,2,2,78,70.5639006745978
2,1,5,2,2,79,70.0646106769708
2,1,5,2,2,80,69.0982089541357
2,1,5,2,2,81,67.6935841963595
2,1,5,2,2,82,65.8745528021925
2,1,5,2,2,83,63.6619207373832
2,1,5,2,2,84,61.0788485072709
2,1,5,2,2,85,58.1565935219058
2,1,5,2,2,86,54.9369942776042
2,1,5,2,2,87,51.4698930787987
2,1,5,2,2,88,47.8059660048243
2,1,5,2,2,89,43.9883880399022
2,1,5,2,2,90,40.048135195345
2,1,5,2,2,91,36.0064271045845
2,1,5,2,2,92,31.8858007561814
2,1,5,2,2,93,27.728342820375
2,1,5,2,2,94,23.6158628650267
2,1,5,2,2,95,19.6835855350334
2,1,5,2,2,96,16.1134700677349
2,1,5,2,2,97,13.1017410595195
2,1,5,2,2,98,10.8096164600864
2,1,5,2,2,99,9.31820401860009
2,1,5,2,2,100,8.60663349135506
