subject,condition,replication,leg,joint,time,angle
3,2,6,2,1,0,8.94557044604608
3,2,6,2,1,1,7.85774682806715
3,2,6,2,1,2,6.32872665038412
3,2,6,2,1,3,4.44928644098392
3,2,6,2,1,4,2.39641693559156
3,2,6,2,1,5,0.401572309053162
3,2,6,2,1,6,-1.29627391610719
3,2,6,2,1,7,-2.49741029741826
3,2,6,2,1,8,-3.07583299573805
3,2,6,2,1,9,-2.99893354366244
3,2,6,2,1,10,-2.33357297210223
3,2,6,2,1,11,-1.22849362408235
3,2,6,2,1,12,0.127630928681368
3,2,6,2,1,13,1.55648382896831
3,2,6,2,1,14,2.92400173682043
3,2,6,2,1,15,4.1488314541722
3,2,6,2,1,16,5.19332105502008
3,2,6,2,1,17,6.04925306804685
3,2,6,2,1,18,6.72651015587912
3,2,6,2,1,19,7.24593823714437
3,2,6,2,1,20,7.63578907741514
3,2,6,2,1,21,7.92988692142226
3,2,6,2,1,22,8.16539315269061
3,2,6,2,1,23,8.37898808723439
3,2,6,2,1,24,8.60142868491925
3,2,6,2,1,25,8.85219542793144
3,2,6,2,1,26,9.13617605813165
3,2,6,2,1,27,9.4438953010453
3,2,6,2,1,28,9.75527102366553
3,2,6,2,1,29,10.0455357502537
3,2,6,2,1,30,10.2920190827113
3,2,6,2,1,31,10.4801347394623
3,2,6,2,1,32,10.6072197158533
3,2,6,2,1,33,10.6827304465696
3,2,6,2,1,34,10.7249880876195
3,2,6,2,1,35,10.7555412499533
3,2,6,2,1,36,10.7929485744102
3,2,6,2,1,37,10.8478942918851
3,2,6,2,1,38,10.9213179386011
3,2,6,2,1,39,11.0061405757189
3,2,6,2,1,40,11.0913044853425
3,2,6,2,1,41,11.1659670910756
3,2,6,2,1,42,11.2217054115109
3,2,6,2,1,43,11.2520975434326
3,2,6,2,1,44,11.2505543685788
3,2,6,2,1,45,11.208287220563
3,2,6,2,1,46,11.1136987132641
3,2,6,2,1,47,10.9528408441935
3,2,6,2,1,48,10.7092498021736
3,2,6,2,1,49,10.362151229482
3,2,6,2,1,50,9.88377004210284
3,2,6,2,1,51,9.23775971824802
3,2,6,2,1,52,8.3814559426824
3,2,6,2,1,53,7.27370787740149
3,2,6,2,1,54,5.88891445260013
3,2,6,2,1,55,4.23486089762939
3,2,6,2,1,56,2.37023429187886
3,2,6,2,1,57,0.41436423645267
3,2,6,2,1,58,-1.45963376193014
3,2,6,2,1,59,-3.05217188522924
3,2,6,2,1,60,-4.18070082915224
3,2,6,2,1,61,-4.72212128533275
3,2,6,2,1,62,-4.63782751316468
3,2,6,2,1,63,-3.972881124475
3,2,6,2,1,64,-2.83708104479806
3,2,6,2,1,65,-1.37755226244038
3,2,6,2,1,66,0.249910413163063
3,2,6,2,1,67,1.90586105852682
3,2,6,2,1,68,3.48503510957307
3,2,6,2,1,69,4.92305195646825
3,2,6,2,1,70,6.19248150546622
3,2,6,2,1,71,7.29127821334647
3,2,6,2,1,72,8.22995042317012
3,2,6,2,1,73,9.02176887942674
3,2,6,2,1,74,9.67767840338448
3,2,6,2,1,75,10.2051286178099
3,2,6,2,1,76,10.6087033618985
3,2,6,2,1,77,10.8907292727661
3,2,6,2,1,78,11.0511525372219
3,2,6,2,1,79,11.0876452061154
3,2,6,2,1,80,10.9975709474978
3,2,6,2,1,81,10.7825686915528
3,2,6,2,1,82,10.4542923749853
3,2,6,2,1,83,10.038349458745
3,2,6,2,1,84,9.5738319119945
3,2,6,2,1,85,9.10748478995174
3,2,6,2,1,86,8.68458006586384
3,2,6,2,1,87,8.33977329986093
3,2,6,2,1,88,8.09153413772248
3,2,6,2,1,89,7.94121177618253
3,2,6,2,1,90,7.87624744781493
3,2,6,2,1,91,7.87561622802474
3,2,6,2,1,92,7.91611671405356
3,2,6,2,1,93,7.97845889691775
3,2,6,2,1,94,8.05152381826283
3,2,6,2,1,95,8.13306476520469
3,2,6,2,1,96,8.22555760032965
3,2,6,2,1,97,8.32779919480332
3,2,6,2,1,98,8.42447117262383
3,2,6,2,1,99,8.47759439091059
3,2,6,2,1,100,8.42328430439782
