subject,condition,replication,leg,joint,time,angle
6,3,2,2,3,0,27.6210982776083
6,3,2,2,3,1,27.4359670345653
6,3,2,2,3,2,27.315386521745
6,3,2,2,3,3,27.2733127392216
6,3,2,2,3,4,27.3123698054796
6,3,2,2,3,5,27.4166893176844
6,3,2,2,3,6,27.5512695283095
6,3,2,2,3,7,27.6700488586768
6,3,2,2,3,8,27.7282211757889
6,3,2,2,3,9,27.6897933965734
6,3,2,2,3,10,27.5253176177327
6,3,2,2,3,11,27.2051845750543
6,3,2,2,3,12,26.6988516634618
6,3,2,2,3,13,25.9840377484863
6,3,2,2,3,14,25.0603743191736
6,3,2,2,3,15,23.9581179913771
6,3,2,2,3,16,22.736185506197
6,3,2,2,3,17,21.4681335198742
6,3,2,2,3,18,20.2210210969608
6,3,2,2,3,19,19.0345716707927
6,3,2,2,3,20,17.9089515546867
6,3,2,2,3,21,16.8050698056057
6,3,2,2,3,22,15.6589466397999
6,3,2,2,3,23,14.4062564123941
6,3,2,2,3,24,13.0106577844815
6,3,2,2,3,25,11.4855586294897
6,3,2,2,3,26,9.90084115314433
6,3,2,2,3,27,8.36782754591862
6,3,2,2,3,28,7.00675693390218
6,3,2,2,3,29,5.90825996194138
6,3,2,2,3,30,5.10527799466291
6,3,2,2,3,31,4.56538510317074
6,3,2,2,3,32,4.20661169018583
6,3,2,2,3,33,3.92814845876606
6,3,2,2,3,34,3.6432206428374
6,3,2,2,3,35,3.29953524867674
6,3,2,2,3,36,2.88120924780774
6,3,2,2,3,37,2.39603929380598
6,3,2,2,3,38,1.85902939660578
6,3,2,2,3,39,1.28132832452323
6,3,2,2,3,40,0.668462361209943
6,3,2,2,3,41,0.0253901247342127
6,3,2,2,3,42,-0.637449815785914
6,3,2,2,3,43,-1.30197477451761
6,3,2,2,3,44,-1.94595795866571
6,3,2,2,3,45,-2.55014651042291
6,3,2,2,3,46,-3.10534082039154
6,3,2,2,3,47,-3.6153076377032
6,3,2,2,3,48,-4.09280278208555
6,3,2,2,3,49,-4.54943487295376
6,3,2,2,3,50,-4.98404343713157
6,3,2,2,3,51,-5.3755968689841
6,3,2,2,3,52,-5.68375381259653
6,3,2,2,3,53,-5.85666445829047
6,3,2,2,3,54,-5.84222535073855
6,3,2,2,3,55,-5.59877439050287
6,3,2,2,3,56,-5.10206193928457
6,3,2,2,3,57,-4.34777218192402
6,3,2,2,3,58,-3.34988742201763
6,3,2,2,3,59,-2.13667033332705
6,3,2,2,3,60,-0.746063325889458
6,3,2,2,3,61,0.778376468543004
6,3,2,2,3,62,2.39126116470164
6,3,2,2,3,63,4.04976142679811
6,3,2,2,3,64,5.7182291429988
6,3,2,2,3,65,7.37174523716635
6,3,2,2,3,66,8.99716194864923
6,3,2,2,3,67,10.5914498075656
6,3,2,2,3,68,12.1582698893082
6,3,2,2,3,69,13.7047044871206
6,3,2,2,3,70,15.238818038252
6,3,2,2,3,71,16.7674189876904
6,3,2,2,3,72,18.2930238909292
6,3,2,2,3,73,19.8107589361921
6,3,2,2,3,74,21.3071965391335
6,3,2,2,3,75,22.7627672889427
6,3,2,2,3,76,24.1564143029886
6,3,2,2,3,77,25.4696758568251
6,3,2,2,3,78,26.6883128144285
6,3,2,2,3,79,27.8023313049825
6,3,2,2,3,80,28.8059595780029
6,3,2,2,3,81,29.6980252946157
6,3,2,2,3,82,30.481807287178
6,3,2,2,3,83,31.1639195507238
6,3,2,2,3,84,31.7528436275029
6,3,2,2,3,85,32.2577405460946
6,3,2,2,3,86,32.6868267728347
6,3,2,2,3,87,33.0440359339985
6,3,2,2,3,88,33.3247244493904
6,3,2,2,3,89,33.5136999924183
6,3,2,2,3,90,33.5886000881366
6,3,2,2,3,91,33.5277806058711
6,3,2,2,3,92,33.3186249584441
6,3,2,2,3,93,32.9629548669574
6,3,2,2,3,94,32.4790184784763
6,3,2,2,3,95,31.9006286526316
6,3,2,2,3,96,31.2731463676615
6,3,2,2,3,97,30.6463581996338
6,3,2,2,3,98,30.066759805248
6,3,2,2,3,99,29.5723109408646
6,3,2,2,3,100,29.1904211005462
