subject,condition,replication,leg,joint,time,angle
8,3,4,2,3,0,29.0227541200604
8,3,4,2,3,1,28.7784273373514
8,3,4,2,3,2,28.4689896907685
8,3,4,2,3,3,28.0689809539057
8,3,4,2,3,4,27.5793712579381
8,3,4,2,3,5,27.0287433791808
8,3,4,2,3,6,26.4628476208177
8,3,4,2,3,7,25.9255015431119
8,3,4,2,3,8,25.4381023748853
8,3,4,2,3,9,24.9854057993788
8,3,4,2,3,10,24.5147414319186
8,3,4,2,3,11,23.949752524187
8,3,4,2,3,12,23.2149232271212
8,3,4,2,3,13,22.2614914442904
8,3,4,2,3,14,21.0869693745171
8,3,4,2,3,15,19.7414991943046
8,3,4,2,3,16,18.318700905993
8,3,4,2,3,17,16.9309054798671
8,3,4,2,3,18,15.6772344004513
8,3,4,2,3,19,14.615299537904
8,3,4,2,3,20,13.74655295428
8,3,4,2,3,21,13.0184844880854
8,3,4,2,3,22,12.3426163367413
8,3,4,2,3,23,11.6212789314525
8,3,4,2,3,24,10.7753532508823
8,3,4,2,3,25,9.76448236321994
8,3,4,2,3,26,8.59446015132364
8,3,4,2,3,27,7.31042215487598
8,3,4,2,3,28,5.97909442498751
8,3,4,2,3,29,4.66655989691533
8,3,4,2,3,30,3.42007143609925
8,3,4,2,3,31,2.26006386302489
8,3,4,2,3,32,1.18328666632191
8,3,4,2,3,33,0.173890299005025
8,3,4,2,3,34,-0.783983886281885
8,3,4,2,3,35,-1.69784058891538
8,3,4,2,3,36,-2.56554753276205
8,3,4,2,3,37,-3.37994613779087
8,3,4,2,3,38,-4.13629576995457
8,3,4,2,3,39,-4.83849571150261
8,3,4,2,3,40,-5.50120379778803
8,3,4,2,3,41,-6.14664321064497
8,3,4,2,3,42,-6.79743425246288
8,3,4,2,3,43,-7.46917751762372
8,3,4,2,3,44,-8.16701014920443
8,3,4,2,3,45,-8.88762560382506
8,3,4,2,3,46,-9.62400013184631
8,3,4,2,3,47,-10.3690877680512
8,3,4,2,3,48,-11.1165166099117
8,3,4,2,3,49,-11.8590735313924
8,3,4,2,3,50,-12.5864877296335
8,3,4,2,3,51,-13.2828778994506
8,3,4,2,3,52,-13.9236908390891
8,3,4,2,3,53,-14.4730988540866
8,3,4,2,3,54,-14.884462783887
8,3,4,2,3,55,-15.1059818016195
8,3,4,2,3,56,-15.0902676880297
8,3,4,2,3,57,-14.8039611841255
8,3,4,2,3,58,-14.233692178255
8,3,4,2,3,59,-13.3865673874075
8,3,4,2,3,60,-12.2862761059523
8,3,4,2,3,61,-10.9672046063901
8,3,4,2,3,62,-9.46892100499938
8,3,4,2,3,63,-7.83212545101102
8,3,4,2,3,64,-6.09511060426235
8,3,4,2,3,65,-4.28984249067884
8,3,4,2,3,66,-2.43903019930295
8,3,4,2,3,67,-0.5567483001491
8,3,4,2,3,68,1.34717440027637
8,3,4,2,3,69,3.26184035857251
8,3,4,2,3,70,5.17204728129505
8,3,4,2,3,71,7.05788258774793
8,3,4,2,3,72,8.89642877427782
8,3,4,2,3,73,10.6656853817657
8,3,4,2,3,74,12.3500686668463
8,3,4,2,3,75,13.9445419708227
8,3,4,2,3,76,15.4541225048271
8,3,4,2,3,77,16.8896262214646
8,3,4,2,3,78,18.2627780247969
8,3,4,2,3,79,19.583389863342
8,3,4,2,3,80,20.8590408547789
8,3,4,2,3,81,22.0961416355096
8,3,4,2,3,82,23.3002837776839
8,3,4,2,3,83,24.474217027354
8,3,4,2,3,84,25.6134109097346
8,3,4,2,3,85,26.7010452772778
8,3,4,2,3,86,27.70536888676
8,3,4,2,3,87,28.5825047826866
8,3,4,2,3,88,29.2856452524292
8,3,4,2,3,89,29.7784398990699
8,3,4,2,3,90,30.0476730321382
8,3,4,2,3,91,30.1105336849732
8,3,4,2,3,92,30.0124853782994
8,3,4,2,3,93,29.8162251141319
8,3,4,2,3,94,29.5860157761718
8,3,4,2,3,95,29.3743406152356
8,3,4,2,3,96,29.2147919644475
8,3,4,2,3,97,29.1215697815775
8,3,4,2,3,98,29.0919735374919
8,3,4,2,3,99,29.1085577753225
8,3,4,2,3,100,29.139810846306
