subject,condition,replication,leg,joint,time,angle
4,1,2,1,3,0,21.3442298225517
4,1,2,1,3,1,21.0175827626055
4,1,2,1,3,2,20.8166668139532
4,1,2,1,3,3,20.6634947646361
4,1,2,1,3,4,20.4779140982312
4,1,2,1,3,5,20.1960067395798
4,1,2,1,3,6,19.7832639455976
4,1,2,1,3,7,19.2400211619081
4,1,2,1,3,8,18.5975212237708
4,1,2,1,3,9,17.9050528739812
4,1,2,1,3,10,17.213311666273
4,1,2,1,3,11,16.5599605196201
4,1,2,1,3,12,15.9623786364995
4,1,2,1,3,13,15.4182648928042
4,1,2,1,3,14,14.9113712195727
4,1,2,1,3,15,14.4192398019557
4,1,2,1,3,16,13.9202307446295
4,1,2,1,3,17,13.3987632480609
4,1,2,1,3,18,12.8481252145698
4,1,2,1,3,19,12.2707172485378
4,1,2,1,3,20,11.676255119349
4,1,2,1,3,21,11.0786274051279
4,1,2,1,3,22,10.4924164841199
4,1,2,1,3,23,9.92980301100257
4,1,2,1,3,24,9.39844861696024
4,1,2,1,3,25,8.900674555959
4,1,2,1,3,26,8.43366883536863
4,1,2,1,3,27,7.99042261413659
4,1,2,1,3,28,7.56115606706592
4,1,2,1,3,29,7.13514009331222
4,1,2,1,3,30,6.70278248322235
4,1,2,1,3,31,6.25740608535013
4,1,2,1,3,32,5.79599534729149
4,1,2,1,3,33,5.31837287870112
4,1,2,1,3,34,4.82509729381333
4,1,2,1,3,35,4.31509913081014
4,1,2,1,3,36,3.78414594553629
4,1,2,1,3,37,3.22498587853786
4,1,2,1,3,38,2.62934002927461
4,1,2,1,3,39,1.99136123930816
4,1,2,1,3,40,1.31141557088641
4,1,2,1,3,41,0.598975480139112
4,1,2,1,3,42,-0.126348859074225
4,1,2,1,3,43,-0.836248169594968
4,1,2,1,3,44,-1.49736642444594
4,1,2,1,3,45,-2.07664041416095
4,1,2,1,3,46,-2.54698019145987
4,1,2,1,3,47,-2.89172681296592
4,1,2,1,3,48,-3.10665355165107
4,1,2,1,3,49,-3.19866770091913
4,1,2,1,3,50,-3.1817342602569
4,1,2,1,3,51,-3.07097454785839
4,1,2,1,3,52,-2.87653328156591
4,1,2,1,3,53,-2.59888596479113
4,1,2,1,3,54,-2.2268296389582
4,1,2,1,3,55,-1.73924901678998
4,1,2,1,3,56,-1.110331943185
4,1,2,1,3,57,-0.317018665296279
4,1,2,1,3,58,0.653768178886755
4,1,2,1,3,59,1.80076829391048
4,1,2,1,3,60,3.10842359976781
4,1,2,1,3,61,4.55123742308272
4,1,2,1,3,62,6.09968487942485
4,1,2,1,3,63,7.72462874761722
4,1,2,1,3,64,9.39864127737598
4,1,2,1,3,65,11.0950566826525
4,1,2,1,3,66,12.7868474477028
4,1,2,1,3,67,14.4468287100198
4,1,2,1,3,68,16.0492985803776
4,1,2,1,3,69,17.5723552584917
4,1,2,1,3,70,19.0000087697685
4,1,2,1,3,71,20.3236480994578
4,1,2,1,3,72,21.5427168505945
4,1,2,1,3,73,22.6640194269948
4,1,2,1,3,74,23.6993246390387
4,1,2,1,3,75,24.6615872534018
4,1,2,1,3,76,25.5608739690444
4,1,2,1,3,77,26.401652328574
4,1,2,1,3,78,27.1823428895439
4,1,2,1,3,79,27.8969549520826
4,1,2,1,3,80,28.5375500830343
4,1,2,1,3,81,29.0962390161884
4,1,2,1,3,82,29.5660924930107
4,1,2,1,3,83,29.9409842429327
4,1,2,1,3,84,30.2148957379479
4,1,2,1,3,85,30.3812831598198
4,1,2,1,3,86,30.4329197272415
4,1,2,1,3,87,30.3622484010313
4,1,2,1,3,88,30.1620570310243
4,1,2,1,3,89,29.826251868483
4,1,2,1,3,90,29.3507634692667
4,1,2,1,3,91,28.7349419856357
4,1,2,1,3,92,27.9838160646324
4,1,2,1,3,93,27.1112851880478
4,1,2,1,3,94,26.1433394353584
4,1,2,1,3,95,25.1192627626923
4,1,2,1,3,96,24.0892224758988
4,1,2,1,3,97,23.1076339529228
4,1,2,1,3,98,22.2238610102493
4,1,2,1,3,99,21.4731772042367
4,1,2,1,3,100,20.8698941068708
