subject,condition,replication,leg,joint,time,angle
4,3,2,2,1,0,-4.61696422025687
4,3,2,2,1,1,-5.09062039719912
4,3,2,2,1,2,-5.6711081720933
4,3,2,2,1,3,-6.25526807506986
4,3,2,2,1,4,-6.73518419555086
4,3,2,2,1,5,-7.02841851437975
4,3,2,2,1,6,-7.09663868734363
4,3,2,2,1,7,-6.94777723374026
4,3,2,2,1,8,-6.62505496776397
4,3,2,2,1,9,-6.18841931848144
4,3,2,2,1,10,-5.69568892987816
4,3,2,2,1,11,-5.19011661920453
4,3,2,2,1,12,-4.69734167475934
4,3,2,2,1,13,-4.22960388076686
4,3,2,2,1,14,-3.79280708966619
4,3,2,2,1,15,-3.39185863495996
4,3,2,2,1,16,-3.03265053641868
4,3,2,2,1,17,-2.72141379161605
4,3,2,2,1,18,-2.46313571960586
4,3,2,2,1,19,-2.26023934336175
4,3,2,2,1,20,-2.11203604870096
4,3,2,2,1,21,-2.01458007233333
4,3,2,2,1,22,-1.96033043895436
4,3,2,2,1,23,-1.93747447743831
4,3,2,2,1,24,-1.92978399667447
4,3,2,2,1,25,-1.91798264878129
4,3,2,2,1,26,-1.88286472051028
4,3,2,2,1,27,-1.8097012052832
4,3,2,2,1,28,-1.6929922932349
4,3,2,2,1,29,-1.53983065305654
4,3,2,2,1,30,-1.37028424748557
4,3,2,2,1,31,-1.21324368089934
4,3,2,2,1,32,-1.09831241601353
4,3,2,2,1,33,-1.04554153336127
4,3,2,2,1,34,-1.05650933684268
4,3,2,2,1,35,-1.11171745094088
4,3,2,2,1,36,-1.17659668865283
4,3,2,2,1,37,-1.21444946851938
4,3,2,2,1,38,-1.20041705895408
4,3,2,2,1,39,-1.12987404183948
4,3,2,2,1,40,-1.01764448129648
4,3,2,2,1,41,-0.889590570486108
4,3,2,2,1,42,-0.771423609370419
4,3,2,2,1,43,-0.680080511406555
4,3,2,2,1,44,-0.620315429380859
4,3,2,2,1,45,-0.585859059252343
4,3,2,2,1,46,-0.563509551736392
4,3,2,2,1,47,-0.538057541072591
4,3,2,2,1,48,-0.49708708171598
4,3,2,2,1,49,-0.434537710358298
4,3,2,2,1,50,-0.351765707732996
4,3,2,2,1,51,-0.256192843497812
4,3,2,2,1,52,-0.158858615354089
4,3,2,2,1,53,-0.0727006297223308
4,3,2,2,1,54,-0.0125202722211137
4,3,2,2,1,55,0.0039347184624302
4,3,2,2,1,56,-0.0445036718987347
4,3,2,2,1,57,-0.18047455940763
4,3,2,2,1,58,-0.423417401141463
4,3,2,2,1,59,-0.783624302784257
4,3,2,2,1,60,-1.25663359053848
4,3,2,2,1,61,-1.81966281522733
4,3,2,2,1,62,-2.43092309589052
4,3,2,2,1,63,-3.03415894860482
4,3,2,2,1,64,-3.56913831267153
4,3,2,2,1,65,-3.98652869687215
4,3,2,2,1,66,-4.26156668035059
4,3,2,2,1,67,-4.39922708484301
4,3,2,2,1,68,-4.42817660027173
4,3,2,2,1,69,-4.38781998164642
4,3,2,2,1,70,-4.31559462746358
4,3,2,2,1,71,-4.23944063438277
4,3,2,2,1,72,-4.17572830773365
4,3,2,2,1,73,-4.12996268449793
4,3,2,2,1,74,-4.09849167777682
4,3,2,2,1,75,-4.07035142671268
4,3,2,2,1,76,-4.03000830232353
4,3,2,2,1,77,-3.96160201185902
4,3,2,2,1,78,-3.8547879933174
4,3,2,2,1,79,-3.71054805852056
4,3,2,2,1,80,-3.54388294187642
4,3,2,2,1,81,-3.38124800805559
4,3,2,2,1,82,-3.25254835880498
4,3,2,2,1,83,-3.18021941091428
4,3,2,2,1,84,-3.16996959907691
4,3,2,2,1,85,-3.20788889965771
4,3,2,2,1,86,-3.26566314227536
4,3,2,2,1,87,-3.31269995267802
4,3,2,2,1,88,-3.33048327240579
4,3,2,2,1,89,-3.32282561610952
4,3,2,2,1,90,-3.31657823677865
4,3,2,2,1,91,-3.34967041411869
4,3,2,2,1,92,-3.45074877178343
4,3,2,2,1,93,-3.62091635016708
4,3,2,2,1,94,-3.8284105370312
4,3,2,2,1,95,-4.02017075402143
4,3,2,2,1,96,-4.14381033825791
4,3,2,2,1,97,-4.16907242252866
4,3,2,2,1,98,-4.09990475622829
4,3,2,2,1,99,-3.97382725495998
4,3,2,2,1,100,-3.8497558195906
