subject,condition,replication,leg,joint,time,angle
5,3,5,2,1,0,-2.74507696041633
5,3,5,2,1,1,-3.23812022046823
5,3,5,2,1,2,-3.86613208097046
5,3,5,2,1,3,-4.53157443885123
5,3,5,2,1,4,-5.11211436901644
5,3,5,2,1,5,-5.4949389894958
5,3,5,2,1,6,-5.60643788195866
5,3,5,2,1,7,-5.4267290413951
5,3,5,2,1,8,-4.98859196768125
5,3,5,2,1,9,-4.36373080301472
5,3,5,2,1,10,-3.64355296082868
5,3,5,2,1,11,-2.91942164481646
5,3,5,2,1,12,-2.2663139625388
5,3,5,2,1,13,-1.73236075665819
5,3,5,2,1,14,-1.33547837314673
5,3,5,2,1,15,-1.06777501820318
5,3,5,2,1,16,-0.905136060212211
5,3,5,2,1,17,-0.818077342776074
5,3,5,2,1,18,-0.780302599963375
5,3,5,2,1,19,-0.773272512726025
5,3,5,2,1,20,-0.787073036766554
5,3,5,2,1,21,-0.818637895131927
5,3,5,2,1,22,-0.867914626120365
5,3,5,2,1,23,-0.932813074080387
5,3,5,2,1,24,-1.00544063153329
5,3,5,2,1,25,-1.07220406919097
5,3,5,2,1,26,-1.11713033556335
5,3,5,2,1,27,-1.12562609616011
5,3,5,2,1,28,-1.08807880456028
5,3,5,2,1,29,-1.00411809973669
5,3,5,2,1,30,-0.885579341025934
5,3,5,2,1,31,-0.754730707367884
5,3,5,2,1,32,-0.636696517830572
5,3,5,2,1,33,-0.549894433450353
5,3,5,2,1,34,-0.499245345511247
5,3,5,2,1,35,-0.474427185363941
5,3,5,2,1,36,-0.453722236302573
5,3,5,2,1,37,-0.411774367133454
5,3,5,2,1,38,-0.328898922675927
5,3,5,2,1,39,-0.19850553843954
5,3,5,2,1,40,-0.0292999719543002
5,3,5,2,1,41,0.158298463532414
5,3,5,2,1,42,0.339856847165171
5,3,5,2,1,43,0.494905137894667
5,3,5,2,1,44,0.612076235420221
5,3,5,2,1,45,0.690319577803554
5,3,5,2,1,46,0.736680963277984
5,3,5,2,1,47,0.762799370239935
5,3,5,2,1,48,0.78209951520303
5,3,5,2,1,49,0.808229678767528
5,3,5,2,1,50,0.853149806362351
5,3,5,2,1,51,0.922976075984367
5,3,5,2,1,52,1.01248743060624
5,3,5,2,1,53,1.10227755957402
5,3,5,2,1,54,1.16236478245767
5,3,5,2,1,55,1.1619405848341
5,3,5,2,1,56,1.08027188356501
5,3,5,2,1,57,0.912632332521724
5,3,5,2,1,58,0.668148619680639
5,3,5,2,1,59,0.361476139566069
5,3,5,2,1,60,0.0043689816063317
5,3,5,2,1,61,-0.397473231482605
5,3,5,2,1,62,-0.84089720413569
5,3,5,2,1,63,-1.31818279030075
5,3,5,2,1,64,-1.81105295715291
5,3,5,2,1,65,-2.28952575699076
5,3,5,2,1,66,-2.71728425973148
5,3,5,2,1,67,-3.06337869681111
5,3,5,2,1,68,-3.31557130695775
5,3,5,2,1,69,-3.48717992814057
5,3,5,2,1,70,-3.61300006949752
5,3,5,2,1,71,-3.73534674641585
5,3,5,2,1,72,-3.88707626602282
5,3,5,2,1,73,-4.07886206485578
5,3,5,2,1,74,-4.29517399748786
5,3,5,2,1,75,-4.50046348019152
5,3,5,2,1,76,-4.65210987495102
5,3,5,2,1,77,-4.71548165366743
5,3,5,2,1,78,-4.67629181370769
5,3,5,2,1,79,-4.54618388575684
5,3,5,2,1,80,-4.35965247718461
5,3,5,2,1,81,-4.16224059579594
5,3,5,2,1,82,-3.99499541021312
5,3,5,2,1,83,-3.88214805324669
5,3,5,2,1,84,-3.82574660597817
5,3,5,2,1,85,-3.80732323063485
5,3,5,2,1,86,-3.79498984630833
5,3,5,2,1,87,-3.75411556863976
5,3,5,2,1,88,-3.6589340262796
5,3,5,2,1,89,-3.50137927252173
5,3,5,2,1,90,-3.29352530593282
5,3,5,2,1,91,-3.06189303539221
5,3,5,2,1,92,-2.83531858156491
5,3,5,2,1,93,-2.63284374185196
5,3,5,2,1,94,-2.45988124991679
5,3,5,2,1,95,-2.31710527876495
5,3,5,2,1,96,-2.21756637099626
5,3,5,2,1,97,-2.19911330421501
5,3,5,2,1,98,-2.31915232388452
5,3,5,2,1,99,-2.62984820251504
5,3,5,2,1,100,-3.1442947992401
