subject,condition,replication,leg,joint,time,angle
5,3,9,2,1,0,-3.0803512483139
5,3,9,2,1,1,-3.71774055138652
5,3,9,2,1,2,-4.39233400688774
5,3,9,2,1,3,-4.98809398145468
5,3,9,2,1,4,-5.39481785367022
5,3,9,2,1,5,-5.53725083616246
5,3,9,2,1,6,-5.39003602019226
5,3,9,2,1,7,-4.97770747046153
5,3,9,2,1,8,-4.36294106606406
5,3,9,2,1,9,-3.63022580339963
5,3,9,2,1,10,-2.86913294137557
5,3,9,2,1,11,-2.15992930137961
5,3,9,2,1,12,-1.56301827565758
5,3,9,2,1,13,-1.11355163405555
5,3,9,2,1,14,-0.821665270013807
5,3,9,2,1,15,-0.677125149469384
5,3,9,2,1,16,-0.656244570160924
5,3,9,2,1,17,-0.72772207042996
5,3,9,2,1,18,-0.856612267456462
5,3,9,2,1,19,-1.00751201567337
5,3,9,2,1,20,-1.14869888696873
5,3,9,2,1,21,-1.25696349022395
5,3,9,2,1,22,-1.3205187235012
5,3,9,2,1,23,-1.3374699459787
5,3,9,2,1,24,-1.31080692943238
5,3,9,2,1,25,-1.24433820238461
5,3,9,2,1,26,-1.14247119161448
5,3,9,2,1,27,-1.01283890406932
5,3,9,2,1,28,-0.868597806355478
5,3,9,2,1,29,-0.727979892891704
5,3,9,2,1,30,-0.610794938416428
5,3,9,2,1,31,-0.532830542452556
5,3,9,2,1,32,-0.500393712744687
5,3,9,2,1,33,-0.507167663702383
5,3,9,2,1,34,-0.535071380463959
5,3,9,2,1,35,-0.558862362514291
5,3,9,2,1,36,-0.553449814832572
5,3,9,2,1,37,-0.501459327219796
5,3,9,2,1,38,-0.398321824438628
5,3,9,2,1,39,-0.252692823493431
5,3,9,2,1,40,-0.0824439855820939
5,3,9,2,1,41,0.0918261499702186
5,3,9,2,1,42,0.253122338721447
5,3,9,2,1,43,0.392139964996309
5,3,9,2,1,44,0.508218845770915
5,3,9,2,1,45,0.607612810773574
5,3,9,2,1,46,0.700302559340676
5,3,9,2,1,47,0.796176129897066
5,3,9,2,1,48,0.901085884657683
5,3,9,2,1,49,1.0132458929543
5,3,9,2,1,50,1.12127104115984
5,3,9,2,1,51,1.20511495835365
5,3,9,2,1,52,1.24066571645996
5,3,9,2,1,53,1.2065689377223
5,3,9,2,1,54,1.09061306310214
5,3,9,2,1,55,0.892457097436864
5,3,9,2,1,56,0.621551269946841
5,3,9,2,1,57,0.291369195471141
5,3,9,2,1,58,-0.0864977610256757
5,3,9,2,1,59,-0.505135904748614
5,3,9,2,1,60,-0.960562424394008
5,3,9,2,1,61,-1.4467185508985
5,3,9,2,1,62,-1.95014849429674
5,3,9,2,1,63,-2.44778022119712
5,3,9,2,1,64,-2.90968804462029
5,3,9,2,1,65,-3.30685637020257
5,3,9,2,1,66,-3.62102275164683
5,3,9,2,1,67,-3.85181304299602
5,3,9,2,1,68,-4.01621204716006
5,3,9,2,1,69,-4.14016939728316
5,3,9,2,1,70,-4.24672558544121
5,3,9,2,1,71,-4.34771482558037
5,3,9,2,1,72,-4.44282398262218
5,3,9,2,1,73,-4.52508189376178
5,3,9,2,1,74,-4.58784452821515
5,3,9,2,1,75,-4.62881767487115
5,3,9,2,1,76,-4.64946889651375
5,3,9,2,1,77,-4.65195834064188
5,3,9,2,1,78,-4.63705320947615
5,3,9,2,1,79,-4.60479028525025
5,3,9,2,1,80,-4.55670840466788
5,3,9,2,1,81,-4.49719755004583
5,3,9,2,1,82,-4.43246243681141
5,3,9,2,1,83,-4.36722302457892
5,3,9,2,1,84,-4.30095392084901
5,3,9,2,1,85,-4.22588245346446
5,3,9,2,1,86,-4.12833941885647
5,3,9,2,1,87,-3.99333404962472
5,3,9,2,1,88,-3.81132925989647
5,3,9,2,1,89,-3.58484416506973
5,3,9,2,1,90,-3.33181465412524
5,3,9,2,1,91,-3.08229398539667
5,3,9,2,1,92,-2.86849137822837
5,3,9,2,1,93,-2.71188213302101
5,3,9,2,1,94,-2.6144059833643
5,3,9,2,1,95,-2.5587244237844
5,3,9,2,1,96,-2.51875924250167
5,3,9,2,1,97,-2.47632871072605
5,3,9,2,1,98,-2.43716148492851
5,3,9,2,1,99,-2.43725556316599
5,3,9,2,1,100,-2.53356762409259
