subject,condition,replication,leg,joint,time,angle
7,1,7,1,2,0,8.05358104858495
7,1,7,1,2,1,8.27682106094673
7,1,7,1,2,2,9.06007456611744
7,1,7,1,2,3,10.1777906516239
7,1,7,1,2,4,11.4116673742494
7,1,7,1,2,5,12.5922056652875
7,1,7,1,2,6,13.6218541306933
7,1,7,1,2,7,14.4735286521821
7,1,7,1,2,8,15.1686122225426
7,1,7,1,2,9,15.7467872867107
7,1,7,1,2,10,16.2401447902623
7,1,7,1,2,11,16.6599491347193
7,1,7,1,2,12,16.9976198864736
7,1,7,1,2,13,17.2351057297055
7,1,7,1,2,14,17.3579140356668
7,1,7,1,2,15,17.3641462070395
7,1,7,1,2,16,17.2662037821304
7,1,7,1,2,17,17.0859848992186
7,1,7,1,2,18,16.8472756539611
7,1,7,1,2,19,16.5693411819755
7,1,7,1,2,20,16.264016051161
7,1,7,1,2,21,15.9362574893176
7,1,7,1,2,22,15.586413230024
7,1,7,1,2,23,15.2130499880467
7,1,7,1,2,24,14.8156591658976
7,1,7,1,2,25,14.3969407305206
7,1,7,1,2,26,13.9641558517945
7,1,7,1,2,27,13.5290563864217
7,1,7,1,2,28,13.1063430618557
7,1,7,1,2,29,12.7112615198284
7,1,7,1,2,30,12.3568726039572
7,1,7,1,2,31,12.0514683197129
7,1,7,1,2,32,11.7968864218915
7,1,7,1,2,33,11.5882898918789
7,1,7,1,2,34,11.4156815360732
7,1,7,1,2,35,11.2664327831665
7,1,7,1,2,36,11.1277852332252
7,1,7,1,2,37,10.9888717246341
7,1,7,1,2,38,10.842622552804
7,1,7,1,2,39,10.6878307159553
7,1,7,1,2,40,10.5311513265151
7,1,7,1,2,41,10.3877729930021
7,1,7,1,2,42,10.2801508831591
7,1,7,1,2,43,10.2348068918525
7,1,7,1,2,44,10.2781797173566
7,1,7,1,2,45,10.4326355104161
7,1,7,1,2,46,10.7136967654984
7,1,7,1,2,47,11.1290938385516
7,1,7,1,2,48,11.6799171084445
7,1,7,1,2,49,12.3630791345323
7,1,7,1,2,50,13.1745955094916
7,1,7,1,2,51,14.1132630703856
7,1,7,1,2,52,15.1843125675227
7,1,7,1,2,53,16.4022298064585
7,1,7,1,2,54,17.7917213347531
7,1,7,1,2,55,19.3857890539578
7,1,7,1,2,56,21.2203964790772
7,1,7,1,2,57,23.3259456827959
7,1,7,1,2,58,25.7177639643639
7,1,7,1,2,59,28.3897961706762
7,1,7,1,2,60,31.3140062586173
7,1,7,1,2,61,34.4451307114154
7,1,7,1,2,62,37.7264580484392
7,1,7,1,2,63,41.0938075978134
7,1,7,1,2,64,44.4789775737381
7,1,7,1,2,65,47.8149872486491
7,1,7,1,2,66,51.0426089625432
7,1,7,1,2,67,54.1152082766808
7,1,7,1,2,68,56.9990862211669
7,1,7,1,2,69,59.6695608632174
7,1,7,1,2,70,62.1044895898162
7,1,7,1,2,71,64.2782778975378
7,1,7,1,2,72,66.1593366754755
7,1,7,1,2,73,67.7128154908938
7,1,7,1,2,74,68.9077235851958
7,1,7,1,2,75,69.7245273673323
7,1,7,1,2,76,70.1588838639965
7,1,7,1,2,77,70.2191974793277
7,1,7,1,2,78,69.9201244342578
7,1,7,1,2,79,69.275366444321
7,1,7,1,2,80,68.292586244338
7,1,7,1,2,81,66.971297474517
7,1,7,1,2,82,65.3035895173225
7,1,7,1,2,83,63.2773054118795
7,1,7,1,2,84,60.8811061489613
7,1,7,1,2,85,58.109856815117
7,1,7,1,2,86,54.9683975270004
7,1,7,1,2,87,51.4729203010662
7,1,7,1,2,88,47.6500130381376
7,1,7,1,2,89,43.5349044267766
7,1,7,1,2,90,39.1706409580591
7,1,7,1,2,91,34.6098178766957
7,1,7,1,2,92,29.9198802312518
7,1,7,1,2,93,25.1913087469579
7,1,7,1,2,94,20.54713663596
7,1,7,1,2,95,16.1474916103119
7,1,7,1,2,96,12.1821331299227
7,1,7,1,2,97,8.84537776845755
7,1,7,1,2,98,6.29864758856769
7,1,7,1,2,99,4.63411802616545
7,1,7,1,2,100,3.85263438599216
