subject,condition,replication,leg,joint,time,angle
5,2,4,1,1,0,2.7884701160655
5,2,4,1,1,1,2.17669045285276
5,2,4,1,1,2,1.14559439122441
5,2,4,1,1,3,-0.177157458099802
5,2,4,1,1,4,-1.56341330122541
5,2,4,1,1,5,-2.74326194313376
5,2,4,1,1,6,-3.48309687565265
5,2,4,1,1,7,-3.65060472454001
5,2,4,1,1,8,-3.24150386958838
5,2,4,1,1,9,-2.36580752382759
5,2,4,1,1,10,-1.20374947306744
5,2,4,1,1,11,0.0482792007152811
5,2,4,1,1,12,1.22547379925247
5,2,4,1,1,13,2.22390704636248
5,2,4,1,1,14,3.00654719459059
5,2,4,1,1,15,3.59104645756982
5,2,4,1,1,16,4.02691190472981
5,2,4,1,1,17,4.37150968152849
5,2,4,1,1,18,4.67193767555727
5,2,4,1,1,19,4.95609929887386
5,2,4,1,1,20,5.2324698564747
5,2,4,1,1,21,5.49648165451813
5,2,4,1,1,22,5.73961013222088
5,2,4,1,1,23,5.95801840062614
5,2,4,1,1,24,6.15774031908745
5,2,4,1,1,25,6.35468326505843
5,2,4,1,1,26,6.57016154244299
5,2,4,1,1,27,6.82445358727667
5,2,4,1,1,28,7.13092593896522
5,2,4,1,1,29,7.49224559787763
5,2,4,1,1,30,7.89973243144364
5,2,4,1,1,31,8.33574095994457
5,2,4,1,1,32,8.77874926604297
5,2,4,1,1,33,9.20947297055519
5,2,4,1,1,34,9.61595274217262
5,2,4,1,1,35,9.99577761564626
5,2,4,1,1,36,10.3549698407961
5,2,4,1,1,37,10.7044006663664
5,2,4,1,1,38,11.055367630826
5,2,4,1,1,39,11.4156435765706
5,2,4,1,1,40,11.7873649555525
5,2,4,1,1,41,12.1679516660481
5,2,4,1,1,42,12.5536140951389
5,2,4,1,1,43,12.9435067990307
5,2,4,1,1,44,13.3421590526843
5,2,4,1,1,45,13.7588182147563
5,2,4,1,1,46,14.2038040902502
5,2,4,1,1,47,14.6837296613434
5,2,4,1,1,48,15.1985175427208
5,2,4,1,1,49,15.7421892662158
5,2,4,1,1,50,16.3071093584839
5,2,4,1,1,51,16.888463505194
5,2,4,1,1,52,17.4854153604298
5,2,4,1,1,53,18.0978379877456
5,2,4,1,1,54,18.7206776220646
5,2,4,1,1,55,19.3393010947205
5,2,4,1,1,56,19.927657123341
5,2,4,1,1,57,20.4490481036693
5,2,4,1,1,58,20.8569151990613
5,2,4,1,1,59,21.093615428975
5,2,4,1,1,60,21.0864354545019
5,2,4,1,1,61,20.7439784534082
5,2,4,1,1,62,19.9576997802086
5,2,4,1,1,63,18.6135060338873
5,2,4,1,1,64,16.6166839672717
5,2,4,1,1,65,13.9308814212016
5,2,4,1,1,66,10.6236102719806
5,2,4,1,1,67,6.90223225094063
5,2,4,1,1,68,3.10675221454809
5,2,4,1,1,69,-0.356099162754883
5,2,4,1,1,70,-3.11851601297337
5,2,4,1,1,71,-4.94383975972524
5,2,4,1,1,72,-5.76736091417881
5,2,4,1,1,73,-5.68549998504752
5,2,4,1,1,74,-4.91547786840629
5,2,4,1,1,75,-3.73629421610106
5,2,4,1,1,76,-2.4230425537902
5,2,4,1,1,77,-1.18877994570243
5,2,4,1,1,78,-0.151592979657831
5,2,4,1,1,79,0.663519910033541
5,2,4,1,1,80,1.29713378249069
5,2,4,1,1,81,1.81831111756036
5,2,4,1,1,82,2.29232847770597
5,2,4,1,1,83,2.76002552473032
5,2,4,1,1,84,3.22898822100042
5,2,4,1,1,85,3.6733154968785
5,2,4,1,1,86,4.04132450728299
5,2,4,1,1,87,4.26980397277728
5,2,4,1,1,88,4.30385132736916
5,2,4,1,1,89,4.11798902746034
5,2,4,1,1,90,3.73189144117865
5,2,4,1,1,91,3.21465902519497
5,2,4,1,1,92,2.6757932238528
5,2,4,1,1,93,2.24264358983457
5,2,4,1,1,94,2.02730652748889
5,2,4,1,1,95,2.0889108661415
5,2,4,1,1,96,2.40327910941153
5,2,4,1,1,97,2.85892982516289
5,2,4,1,1,98,3.28525212552556
5,2,4,1,1,99,3.49982392032912
5,2,4,1,1,100,3.35220030169615
